ApplStandard,Brand,Cap,CEC_,Conn_Type,Country,delayStartMode,Depth,Height,Load_Type,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Prog Time,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Tot Wat Cons,Type,Water_Softener,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
AS/NZS 2007.2:2005,SMEG,12,261,Single,Italy,False,600.0,850.0,,SA683-2,AS/NZS 2007.1:2005,3.21,3.0,0.0,1.106,Normal ECO,117.0,New Zealand,0.072,38800,Approved,16.9,Freestanding,False,600.0,,,,Unavailable,http://www.applico.co.nz/,
AS/NZS 2007.2:2005,TUSCANY,12,319,Single,China,True,580.0,850.0,,WQP12-9250A,AS/NZS 2007.1:2005,2.65,2.5,0.0,1.17,Normal ,124.0,New Zealand,1.47,37648,Approved,15.7,Freestanding,False,600.0,,,,Unavailable,,
AS/NZS 2007.2:2005,ASKO,14,354,Single,Sweden,False,570.0,825.0,,D5112,AS/NZS 2007.1:2005,2.79,2.5,0.0,0.9,Normal Eco wash. Eco dry,98.0,New Zealand,0.1,51799,Approved,13.9,Built-in,False,597.0,,,,Unavailable,,http://www.asko.org.nz
AS/NZS 2007.2:2005,ASKO,14,259,Single,Sweden,True,570.0,860.0,,D5434,AS/NZS 2007.1:2005,3.67,3.5,0.0,0.9,NORMAL  PROGRAME; LOW TEMP; SHORT DRY,104.0,New Zealand,0.1,59773,Approved,13.8,Built-in,False,597.0,,,,Available,,http://www.asko.org.nz
AS/NZS 2007.2:2005,ASKO,14,259,Single,Sweden,True,570.0,860.0,,D5454,AS/NZS 2007.1:2005,3.67,3.5,0.0,0.9,NORMAL  PROGRAME; LOW TEMP; SHORT DRY,104.0,New Zealand,0.1,59773,Approved,13.8,Built-in,False,597.0,,,,Available,,http://www.asko.org.nz
AS/NZS 2007.2:2005,ASKO,14,385,Single,Sweden,False,570.0,860.0,,D5424,AS/NZS 2007.1:2005,2.56,2.5,0.0,0.9,NORMAL  PROGRAME; LOW TEMP; SHORT DRY,107.0,New Zealand,0.1,59772,Approved,13.7,Built-in,False,597.0,,,,Available,,http://www.asko.org.nz
AS/NZS 2007.2:2005,ASKO,14,385,Single,Sweden,False,570.0,860.0,,D5904,AS/NZS 2007.1:2005,2.56,2.5,0.0,0.9,NORMAL  PROGRAME; LOW TEMP; SHORT DRY,107.0,New Zealand,0.1,59772,Approved,13.7,Built-in,False,597.0,,,,Available,,http://www.asko.org.nz
AS/NZS 2007.2:2005,ASKO,14,385,Single,Sweden,False,570.0,860.0,,D5954,AS/NZS 2007.1:2005,2.56,2.5,0.0,0.9,NORMAL  PROGRAME; LOW TEMP; SHORT DRY,107.0,New Zealand,0.1,59772,Approved,13.7,Built-in,False,597.0,,,,Available,,http://www.asko.org.nz
AS/NZS 2007.2:2005,ASKO,14,273,Single,Sweden,True,570.0,860.0,,D5544,AS/NZS 2007.1:2005,3.53,3.5,0.0,0.9,NORMAL  PROGRAME. LOW TEMP; SHORT DRY,105.0,New Zealand,0.1,59771,Approved,13.8,Built-in,False,597.0,,,,Available,,http://www.asko.org.nz
AS/NZS 2007.2:2005,ASKO,14,273,Single,Sweden,True,570.0,860.0,,D5534,AS/NZS 2007.1:2005,3.53,3.5,0.0,0.9,NORMAL  PROGRAME. LOW TEMP; SHORT DRY,105.0,New Zealand,0.1,59771,Approved,13.8,Built-in,False,597.0,,,,Available,,http://www.asko.org.nz
AS/NZS 2007.2:2005,ASKO,14,273,Single,Sweden,True,570.0,860.0,,D5644,AS/NZS 2007.1:2005,3.53,3.5,0.0,0.9,NORMAL  PROGRAME. LOW TEMP; SHORT DRY,105.0,New Zealand,0.1,59771,Approved,13.8,Built-in,False,597.0,,,,Available,,http://www.asko.org.nz
AS/NZS 2007.2:2005,PARMCO,14,329,Single,China,True,560.0,820.0,,PD6-PIT,AS/NZS 2007.1:2005,3.0024,3.0,0.0,1.82,normal,120.0,New Zealand,0.0,52973,Approved,13.7,Built-in,False,595.0,,,,Unavailable,,http://www.parmco.co.nz
AS/NZS 2007.2:2005,TRIESTE,12,278,Dual,China,True,600.0,850.0,,TRD-WQP12-9240F,AS/NZS 2007.1:2005,3.0424,3.0,0.0,0.88,Normal,140.0,"Fiji,New Zealand",0.0,56642,Approved,11.7,Freestanding,False,600.0,,,,Unavailable,,
AS/NZS 2007.2:2005,NEFF,13,403,Single,Germany,True,,,,S41M53N0EU,AS/NZS 2007.1:2005,2.2258,2.0,0.0,2.96,Eco 50 C,140.0,"Australia,New Zealand",0.08,45500,Superseded,12.2,Built-in,True,,2014-09-24,2013-10-23,,Unavailable,,http://www.sampfordixl.com.au
AS/NZS 2007.2:2005,NEFF,13,403,Single,Germany,True,,,,S52M63X0EU,AS/NZS 2007.1:2005,2.2258,2.0,0.0,2.96,Eco 50 C,140.0,"Australia,New Zealand",0.08,45500,Superseded,12.2,Built-in,True,,2014-09-24,2013-10-23,,Unavailable,,http://www.sampfordixl.com.au
AS/NZS 2007.2:2005,Tylex,12,311,Single,China,True,580.0,600.0,IEC,DFS601,AS/NZS 2007.1:2005,2.72794517526,2.5,0.0,1.19,Normal,113.88,New Zealand,0.0,65602,Approved,12.0,Freestanding,False,850.0,2022-05-31,,,Unavailable,http://www.midea.com.cn/,
AS/NZS 2007.2:2005,WESTINGHOUSE,13,272,Single,Italy,True,575.0,818.0,,WSF6602WR/XR,AS/NZS 2007.1:2005,3.328,3.0,0.00016,0.08738,Normal/Normal Eco,101.0,"Australia,Fiji,New Zealand",0.102,55681,Superseded,11.4,Built-in,False,596.0,2015-12-23,2013-10-23,,Unavailable,,http://www.electrolux.com.au
AS/NZS 2007.2:2005,WESTINGHOUSE,13,272,Single,Italy,True,575.0,818.0,,WSU6603XR,AS/NZS 2007.1:2005,3.328,3.0,0.00016,0.08738,Normal/Normal Eco,101.0,"Australia,Fiji,New Zealand",0.102,55681,Superseded,11.4,Built-in,False,596.0,2015-12-23,2013-10-23,,Unavailable,,http://www.electrolux.com.au
AS/NZS 2007.2:2005,ELECTROLUX,12,325,Single,Italy,True,575.0,818.0,,ESL66010B,AS/NZS 2007.1:2005,2.6,2.5,0.086,2.087,ECO (Normal Eco 50),92.0,"Australia,Fiji,New Zealand",0.0,46266,Superseded,11.9,Built-in,False,596.0,2014-09-15,2013-10-23,,Unavailable,,http://www.electrolux.com.au
AS/NZS 2007.2:2005,ELECTROLUX,12,325,Single,Italy,True,575.0,818.0,,ESL66010,AS/NZS 2007.1:2005,2.6,2.5,0.086,2.087,ECO (Normal Eco 50),92.0,"Australia,Fiji,New Zealand",0.0,44765,Superseded,11.9,Built-in,False,596.0,2014-07-28,2013-10-23,,Unavailable,,http://www.electrolux.com.au
AS/NZS 2007.2:2005,Quanta Appliances,12,274,Single,China,True,600.0,850.0,IEC,QADWSTM-001,AS/NZS 2007.1:2005,3.08307190324,3.0,0.0,0.117657,Normal,117.08,Australia,0.057662,67334,Superseded,13.793,Freestanding,False,600.0,2017-08-20,2013-10-23,,Unavailable,http://www.galanz.com/,http://www.www.quantaappliances.com.au/
AS/NZS 2007.2:2005,Gaggenau,13,410,Single,Germany,True,573.0,865.0,IEC,DF461-162,AS/NZS 2007.1:2005,2.1775237252,2.0,0.0,3.977,Eco 50 degC,135.0,"Australia,Fiji,New Zealand",3.997,61636,Superseded,10.4,Built-in,False,598.0,2016-10-13,2013-10-23,,Available,,
AS/NZS 2007.2:2005,Gaggenau,13,410,Single,Germany,True,573.0,865.0,IEC,DI461-132,AS/NZS 2007.1:2005,2.1775237252,2.0,0.0,3.977,Eco 50 degC,135.0,"Australia,Fiji,New Zealand",3.997,61636,Superseded,10.4,Built-in,False,598.0,2016-10-13,2013-10-23,,Available,,
AS/NZS 2007.2:2005,NEFF,13,405,Single,Germany,True,573.0,865.0,IEC,S52M53X4EU,AS/NZS 2007.1:2005,2.2119250556,2.0,0.0,3.976,Eco 50 degC,179.0,"Australia,Fiji,New Zealand",2.122,61634,Superseded,10.5,Built-in,False,598.0,2016-10-13,2013-10-23,,Unavailable,,
AS/NZS 2007.2:2005,NEFF,13,405,Single,Germany,True,573.0,865.0,IEC,S41M53N8EU,AS/NZS 2007.1:2005,2.2119250556,2.0,0.0,3.976,Eco 50 degC,179.0,"Australia,Fiji,New Zealand",2.122,61634,Superseded,10.5,Built-in,False,598.0,2016-10-13,2013-10-23,,Unavailable,,
AS/NZS 2007.2:2005,NEFF,13,405,Single,Germany,True,573.0,865.0,IEC,S51M53X6EU,AS/NZS 2007.1:2005,2.2119250556,2.0,0.0,3.976,Eco 50 degC,179.0,"Australia,Fiji,New Zealand",2.122,61634,Superseded,10.5,Built-in,False,598.0,2016-10-13,2013-10-23,,Unavailable,,
AS/NZS 2007.2:2005,NEFF,13,405,Single,Germany,True,573.0,865.0,IEC,S52M53X6EU ,AS/NZS 2007.1:2005,2.2119250556,2.0,0.0,3.976,Eco 50 degC,179.0,"Australia,Fiji,New Zealand",2.122,61634,Superseded,10.5,Built-in,False,598.0,2016-10-13,2013-10-23,,Unavailable,,
AS/NZS 2007.2:2005,NEFF,13,405,Single,Germany,True,573.0,865.0,IEC,S41M53N4EU ,AS/NZS 2007.1:2005,2.2119250556,2.0,0.0,3.976,Eco 50 degC,179.0,"Australia,Fiji,New Zealand",2.122,61634,Superseded,10.5,Built-in,False,598.0,2016-10-13,2013-10-23,,Unavailable,,
AS/NZS 2007.2:2005,NEFF,13,405,Single,Germany,True,573.0,865.0,IEC,S51M53X4EU ,AS/NZS 2007.1:2005,2.2119250556,2.0,0.0,3.976,Eco 50 degC,179.0,"Australia,Fiji,New Zealand",2.122,61634,Superseded,10.5,Built-in,False,598.0,2016-10-13,2013-10-23,,Unavailable,,
AS/NZS 2007.2:2005,THOR,6,191,Single,China,True,,,,TDW6,AS/NZS 2007.1:2005,2.1514,2.0,0.0,2.25,Normal,108.0,"Australia,New Zealand",1.89,54008,Superseded,8.7,Freestanding,False,,2015-09-28,2013-10-23,,Unavailable,,http://www.domtech.com.au
AS/NZS 2007.2:2005,CANDY,6,261,Single,China,True,,,,CDCF  6S-AUS,AS/NZS 2007.1:2005,1.276,1.0,0.0,0.67,Normal,123.0,"Australia,New Zealand",0.64,53013,Superseded,8.1,Freestanding,False,,2015-09-09,2013-10-23,,Unavailable,,
AS/NZS 2007.2:2005,CANDY,6,261,Single,China,True,,,,CDCF  6-AUS,AS/NZS 2007.1:2005,1.276,1.0,0.0,0.67,Normal,123.0,"Australia,New Zealand",0.64,53013,Superseded,8.1,Freestanding,False,,2015-09-09,2013-10-23,,Unavailable,,
AS/NZS 2007.2:2005,Euromaid,14,412,Single,Turkey,False,,,,DW24S/DW23W,AS/NZS 2007.1:2005,2.3717,2.0,0.0,0.39,"No.3, Eco 50°C",136.0,"Australia,New Zealand",0.06,44267,Superseded,16.1,Freestanding,False,,2014-08-13,2013-10-23,,Unavailable,,http://www.euromaid.com.au
AS/NZS 2007.2:2005,EISNO,12,254,Single,China,True,600.0,850.0,AS/NZS,EDWF12-02-WH,AS/NZS 2007.1:2005,3.29557306335,3.0,0.73,0.9,normal,52.0,New Zealand,0.1,75366,Approved,11.5,Freestanding,False,600.0,2113-09-23,,Single product class,Available,http://www.teamrobertelite.com/,http://www.eisno.co.nz/
AS/NZS 2007.2:2005,TEKA,12,311,Single,China,False,,,,LP7 640X,AS/NZS 2007.1:2005,2.7279,2.5,0.0,2.38,Normal,115.0,"Australia,New Zealand",0.0,54110,Superseded,12.0,Built-in,False,,2015-11-14,2013-10-23,,Unavailable,,http://www.tekaaustralia.com.au
AS/NZS 2007.2:2005,Mia Cucina,12,311,Single,China,False,580.0,850.0,,MCTDX6SS-3,AS/NZS 2007.1:2005,2.7279,2.5,0.0,2.38,Normal,115.0,"Australia,New Zealand",0.0,51653,Superseded,12.0,Freestanding,False,600.0,2015-08-04,2013-10-23,,Unavailable,,http://www.technika.com.au
AS/NZS 2007.2:2005,NEFF,13,401,Single,Germany,True,,,,S52N63X0EU,AS/NZS 2007.1:2005,2.2398,2.0,0.0,2.8,Eco 50 C,140.0,"Australia,New Zealand",0.1,50994,Superseded,10.9,Built-in,True,,2015-07-29,2013-10-23,,Unavailable,,http://www.sampfordixl.com.au
AS/NZS 2007.2:2005,Aspira,12,382,Single,China,False,600.0,850.0,IEC,D5SIL,AS/NZS 2007.1:2005,2.15143230291,2.0,0.0,1.105,Normal,117.0,New Zealand,0.027,79319,Approved,11.6,Freestanding,False,600.0,2114-03-03,,Single product class,Available,http://www.haier.com/,
AS/NZS 2007.2:2005,Aspira,12,382,Single,China,False,600.0,850.0,IEC,D5WH,AS/NZS 2007.1:2005,2.15143230291,2.0,0.0,1.105,Normal,117.0,New Zealand,0.027,79319,Approved,11.6,Freestanding,False,600.0,2114-03-03,,Single product class,Available,http://www.haier.com/,
AS/NZS 2007.2:2005,Eurotech,14,260,Single,China,True,598.0,845.0,IEC,ED-D60CM14P,AS/NZS 2007.1:2005,3.66230282122,3.5,0.0,0.33,Normal 60degrees,166.58,"Fiji,New Zealand",0.22,66641,Approved,12.1,Freestanding,False,600.0,,,,Unavailable,,http://www.eurotechdesign.co.nz/
AS/NZS 2007.2:2005,Aspira,12,382,Single,China,False,600.0,850.0,IEC,TWLD5*,AS/NZS 2007.1:2005,2.15143230291,2.0,0.0,1.105,Normal,117.0,New Zealand,0.027,73825,Approved,11.6,Freestanding,False,600.0,2113-08-01,,,Available,http://www.fisherpaykel.co.nz/,
AS/NZS 2007.2:2005,Aspira,12,337,Single,China,False,600.0,850.0,IEC,TWLD5WH,AS/NZS 2007.1:2005,2.50283819891,2.5,0.0,1.105,normal,117.0,New Zealand,0.027,70565,Approved,11.6,Freestanding,False,600.0,2113-07-05,,,Available,http://www.fisherpaykel.co.nz/,
AS/NZS 2007.2:2005,Aspira,12,337,Single,China,False,600.0,850.0,IEC,TWLD5SIL,AS/NZS 2007.1:2005,2.50283819891,2.5,0.0,1.105,normal,117.0,New Zealand,0.027,70565,Approved,11.6,Freestanding,False,600.0,2113-07-05,,,Available,http://www.fisherpaykel.co.nz/,
AS/NZS 2007.2:2005,Eurotech,12,278,Dual,China,True,,850.0,IEC,ED-D60CM 12P,AS/NZS 2007.1:2005,3.04243824632,3.0,0.0,1.75,Normal - 55,140.0,"Fiji,New Zealand",,82063,Approved,11.7,Freestanding,False,600.0,2114-07-01,,Single product class,,,http://www.eurotechdesign.co.nz/
AS/NZS 2007.2:2005,EISNO,12,329,Single,China,False,850.0,600.0,IEC,E-Aristo,AS/NZS 2007.1:2005,2.57019695229,2.5,0.0,2.38,"pre wash,main wash and Rinse 1 and Rinse 2",113.88,"Australia,New Zealand",0.0,61580,Approved,13.9,Freestanding,False,600.0,,,,Unavailable,http://www.midea.com/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,EURO,8,244,Single,China,True,,,,ED8GSA,AS/NZS 2007.1:2005,2.27139384193,2.0,0.0,2.0,Normal,117.0,"Australia,New Zealand",0.0,58526,Approved,12.1,Freestanding,False,,2016-06-06,,Single product class,Unavailable,http://www.euroappliances.com.au/,http://www.euroappliances.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,FISHER & PAYKEL,9,200,Single,Mexico,True,570.0,480.0,,DD90SDTM,AS/NZS 2007.1:2005,3.16,3.0,0.004,0.7025,Normal Eco,177.0,"Australia,New Zealand",0.7025,49300,Superseded,9.28,Built-in,False,900.0,2015-04-14,2013-10-23,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,FISHER & PAYKEL,9,200,Single,Mexico,True,570.0,480.0,,DD90FTX1,AS/NZS 2007.1:2005,3.16,3.0,0.004,0.7025,Normal Eco,177.0,"Australia,New Zealand",0.7025,49300,Superseded,9.28,Built-in,False,900.0,2015-04-14,2013-10-23,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,FISHER & PAYKEL,9,200,Single,Mexico,True,570.0,480.0,,DD90TI1,AS/NZS 2007.1:2005,3.16,3.0,0.004,0.7025,Normal Eco,177.0,"Australia,New Zealand",0.7025,49300,Superseded,9.28,Built-in,False,900.0,2015-04-14,2013-10-23,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,HELLER,12,311,Single,China,True,580.0,850.0,IEC,HDW12W,AS/NZS 2007.1:2005,2.72794517526,2.5,0.0,2.38,Normal,110.0,"Australia,Fiji",0.0,79246,Approved,12.0,Freestanding,False,600.0,2019-03-21,,Single product class,Unavailable,http://www.gafcontrol.com.au/,http://www.gafcontrol.com.au 
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,HELLER,12,311,Single,China,True,580.0,850.0,IEC,HDW12S,AS/NZS 2007.1:2005,2.72794517526,2.5,0.0,2.38,Normal,110.0,"Australia,Fiji",0.0,79246,Approved,12.0,Freestanding,False,600.0,2019-03-21,,Single product class,Unavailable,http://www.gafcontrol.com.au/,http://www.gafcontrol.com.au 
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BEKO,14,230,Single,Turkey,True,,,IEC,DSFN 6837 *,AS/NZS 2007.1:2005,4.00603967231,4.0,0.0,0.92,ECO 45°C,161.0,"Australia,New Zealand",0.11,79050,Approved,12.3,Freestanding,False,,2019-02-25,,Single product class,Unavailable,http://www.beko.com/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Bompani,14,264,Single,China,True,550.0,815.0,IEC,BODI60FIS,AS/NZS 2007.1:2005,3.61949781798,3.5,0.0,0.3,Normal,161.57,Australia,0.21,65518,Superseded,13.0,Freestanding,False,598.0,2017-06-13,2013-10-23,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,IKEA,12,250,Single,Poland,False,,,IEC,DWL 80W,AS/NZS 2007.1:2005,3.3400767478,3.0,0.0,0.96,Eco 40 deg C,60.19,Australia,0.95,61231,Approved,13.7,Built-in,False,,2016-10-05,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BLANCO,14,274,Single,Turkey,False,,,,DWF6XP,AS/NZS 2007.1:2005,3.51526004106,3.5,0.0,0.41,Program 1 is Eco 45 C,128.0,"Australia,New Zealand",0.06,51711,Approved,15.0,Freestanding,False,,2015-10-28,2013-07-23,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BEKO,14,324,Single,Turkey,True,,,,DFN 1503 W,AS/NZS 2007.1:2005,3.04532120108,3.0,0.0,0.38957,Eco 45 C,124.0,"Australia,New Zealand",0.06044,60832,Approved,15.2,Freestanding,False,,2016-10-03,,Single product class,Unavailable,http://www.beko.com/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BEKO,14,324,Single,Turkey,True,,,,DFN 1503 X,AS/NZS 2007.1:2005,3.04532120108,3.0,0.0,0.38957,Eco 45 C,124.0,"Australia,New Zealand",0.06044,60832,Approved,15.2,Freestanding,False,,2016-10-03,,Single product class,Unavailable,http://www.beko.com/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BEKO,14,324,Single,Turkey,True,,,,DSFN 1530 W,AS/NZS 2007.1:2005,3.04532120108,3.0,0.0,0.38957,Eco 45 C,124.0,"Australia,New Zealand",0.06044,60832,Approved,15.2,Freestanding,False,,2016-10-03,,Single product class,Unavailable,http://www.beko.com/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,IKEA,12,235,Single,Poland,True,,,IEC,DWH B81,AS/NZS 2007.1:2005,3.51355516216,3.5,0.0,0.78,ECO 40 deg C,62.4,"Australia,New Zealand",0.77,60673,Approved,13.9,Built-in,False,,2016-10-03,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,FRATELLI ONOFRI,12,235,Single,Poland,True,,,IEC,DB012540,AS/NZS 2007.1:2005,3.51355516216,3.5,0.0,0.78,ECO 40 deg C,62.4,"Australia,New Zealand",0.77,60672,Approved,13.9,Built-in,False,,2016-10-04,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Smeg,14,242,Single,Italy,True,600.0,820.0,IEC,DWA314*D,AS/NZS 2007.1:2005,3.86344928827,3.5,0.0,0.789,Normal ECO,141.0,"Australia,New Zealand",0.393,75501,Approved,19.5,Built-in,False,600.0,2018-09-26,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ASKO,14,322,Single,"Sweden,Slovenia",True,570.0,820.0,IEC,"D5424, D5532, D5904, D5954",AS/NZS 2007.1:2005,3.06268146244,3.0,0.0,0.9,"Normal program, low temperature, short dry",129.0,Australia,0.1,72455,Approved,13.9,Built-in,False,597.0,2018-07-24,,Single product class,Available,http://asko.com.au/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ASKO,14,273,Single,"Sweden,Slovenia",True,570.0,910.0,IEC,D5644,AS/NZS 2007.1:2005,3.52551114298,3.5,0.0,0.9,Normal- low temp- short dry,105.0,Australia,0.1,71984,Approved,13.8,Built-in,False,597.0,2018-05-29,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ASKO,14,273,Single,"Sweden,Slovenia",True,570.0,910.0,IEC,D5544,AS/NZS 2007.1:2005,3.52551114298,3.5,0.0,0.9,Normal- low temp- short dry,105.0,Australia,0.1,71984,Approved,13.8,Built-in,False,597.0,2018-05-29,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ASKO,14,273,Single,"Sweden,Slovenia",True,570.0,910.0,IEC,D5534,AS/NZS 2007.1:2005,3.52551114298,3.5,0.0,0.9,Normal- low temp- short dry,105.0,Australia,0.1,71984,Approved,13.8,Built-in,False,597.0,2018-05-29,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ASKO,14,273,Single,"Sweden,Slovenia",True,570.0,910.0,IEC,D5457,AS/NZS 2007.1:2005,3.52551114298,3.5,0.0,0.9,Normal- low temp- short dry,105.0,Australia,0.1,71984,Approved,13.8,Built-in,False,597.0,2018-05-29,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,WHIRLPOOL,12,330,Single,China,True,590.0,850.0,,ADP8000IX,AS/NZS 2007.1:2005,2.56168807398,2.5,0.0,0.67,Normal,136.0,"Australia,Fiji,New Zealand",0.66,55051,Approved,11.4,Freestanding,False,600.0,2015-12-21,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,WHIRLPOOL,12,330,Single,China,True,590.0,850.0,,ADP8000GE,AS/NZS 2007.1:2005,2.56168807398,2.5,0.0,0.67,Normal,136.0,"Australia,Fiji,New Zealand",0.66,55051,Approved,11.4,Freestanding,False,600.0,2015-12-21,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,WHIRLPOOL,12,330,Single,China,True,590.0,850.0,,ADP8000WH,AS/NZS 2007.1:2005,2.56168807398,2.5,0.0,0.67,Normal,136.0,"Australia,Fiji,New Zealand",0.66,55051,Approved,11.4,Freestanding,False,600.0,2015-12-21,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,WHIRLPOOL,12,330,Single,China,True,590.0,850.0,,ADP8000MT,AS/NZS 2007.1:2005,2.56168807398,2.5,0.0,0.67,Normal,136.0,"Australia,Fiji,New Zealand",0.66,55051,Approved,11.4,Freestanding,False,600.0,2015-12-21,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,HOOVER,15,417,Single,Italy,True,600.0,850.0,,DDY 095TX,AS/NZS 2007.1:2005,2.53126817427,2.5,0.0,0.65,ECO 45 C,174.0,"Australia,New Zealand",0.17,52710,Approved,11.4,Freestanding,True,600.0,2015-09-07,,Single product class,Available,http://www.candy-group.com/,http://www.andico.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,HOOVER,15,417,Single,Italy,True,600.0,850.0,,DDY 095T,AS/NZS 2007.1:2005,2.53126817427,2.5,0.0,0.65,ECO 45 C,174.0,"Australia,New Zealand",0.17,52710,Approved,11.4,Freestanding,True,600.0,2015-09-07,,Single product class,Available,http://www.candy-group.com/,http://www.andico.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,HOOVER,15,417,Single,Italy,True,600.0,850.0,,DDY 088TX,AS/NZS 2007.1:2005,2.53126817427,2.5,0.0,0.65,ECO 45 C,174.0,"Australia,New Zealand",0.17,52710,Approved,11.4,Freestanding,True,600.0,2015-09-07,,Single product class,Available,http://www.candy-group.com/,http://www.andico.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,HOOVER,15,417,Single,Italy,True,600.0,850.0,,DDY 088T,AS/NZS 2007.1:2005,2.53126817427,2.5,0.0,0.65,ECO 45 C,174.0,"Australia,New Zealand",0.17,52710,Approved,11.4,Freestanding,True,600.0,2015-09-07,,Single product class,Available,http://www.candy-group.com/,http://www.andico.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,HOOVER,15,417,Single,Italy,True,600.0,850.0,,DDY 085GX,AS/NZS 2007.1:2005,2.53126817427,2.5,0.0,0.65,ECO 45 C,174.0,"Australia,New Zealand",0.17,52710,Approved,11.4,Freestanding,True,600.0,2015-09-07,,Single product class,Available,http://www.candy-group.com/,http://www.andico.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,HOOVER,15,417,Single,Italy,True,600.0,850.0,,DDY 085G,AS/NZS 2007.1:2005,2.53126817427,2.5,0.0,0.65,ECO 45 C,174.0,"Australia,New Zealand",0.17,52710,Approved,11.4,Freestanding,True,600.0,2015-09-07,,Single product class,Available,http://www.candy-group.com/,http://www.andico.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ARISTON,14,300,Single,Italy,False,570.0,820.0,IEC,LFF 8M5,AS/NZS 2007.1:2005,3.26109481356,3.0,0.0,2.66,Eco 1,174.0,"Australia,Fiji,New Zealand",1.2,71082,Approved,10.6,Freestanding,False,595.0,2018-04-05,,Single product class,Available,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ARISTON,14,300,Single,Italy,False,570.0,820.0,IEC,LFF 8M5 X,AS/NZS 2007.1:2005,3.26109481356,3.0,0.0,2.66,Eco 1,174.0,"Australia,Fiji,New Zealand",1.2,71082,Approved,10.6,Freestanding,False,595.0,2018-04-05,,Single product class,Available,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ARISTON,14,300,Single,Italy,False,570.0,820.0,IEC,LDF 12M5 X,AS/NZS 2007.1:2005,3.26109481356,3.0,0.0,2.66,Eco 1,174.0,"Australia,Fiji,New Zealand",1.2,71082,Approved,10.6,Freestanding,False,595.0,2018-04-05,,Single product class,Available,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,8,180,Single,Germany,True,,,,SCE63M05AU,AS/NZS 2007.1:2005,3.12430313532,3.0,0.0,0.125,Normal 45,167.0,"Australia,Fiji,New Zealand",0.125,51965,Approved,10.01,Built-in,False,,2015-07-20,,Single product class,Unavailable,,http://www.bosch-home.com.au/
