ApplStandard,Brand,Cap,CEC_,Conn_Type,Country,delayStartMode,Depth,Height,Load_Type,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Prog Time,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Tot Wat Cons,Type,Water_Softener,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,TELMANN,12,387,Single,China,,600.0,850.0,,TEL12DWMSV2,AS/NZS 2007.1:2005,2.11497309924,2.0,,,Normal and Economy,128.0,"Australia,New Zealand",,25889,Superseded,14.6,Freestanding,False,600.0,2011-05-09,2007-03-31,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,DANIELA,12,382,Single,China,True,,,,DDW103CS,AS/NZS 2007.1:2005,2.15143230291,2.0,0.0,1.6,NORMAL WASH,93.0,"Australia,New Zealand",0.0,44131,Approved,11.5,Built-in,False,,2014-07-16,,Single product class,Unavailable,,http://www.haier.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,324,Single,"""Korea, Republic of""",True,,,,LD-1420T2,AS/NZS 2007.1:2005,3.04532120108,3.0,0.00025,0.33,"Eco 50 , Spray: Strong",225.0,"Australia,New Zealand",0.33,48989,Approved,13.5,Freestanding,False,,2015-02-11,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,324,Single,"""Korea, Republic of""",True,,,,LD-1420B2,AS/NZS 2007.1:2005,3.04532120108,3.0,0.00025,0.33,"Eco 50 , Spray: Strong",225.0,"Australia,New Zealand",0.33,48989,Approved,13.5,Freestanding,False,,2015-02-11,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,324,Single,"""Korea, Republic of""",True,,,,LD-1420W2,AS/NZS 2007.1:2005,3.04532120108,3.0,0.00025,0.33,"Eco 50 , Spray: Strong",225.0,"Australia,New Zealand",0.33,48989,Approved,13.5,Freestanding,False,,2015-02-11,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,305,Single,"""Korea, Republic of""",True,,,,LD-1419B1,AS/NZS 2007.1:2005,3.2147520518,3.0,0.00022,0.32,Eco 50 and Strong,225.0,"Australia,New Zealand",0.32,48214,Approved,13.7,Freestanding,False,,2015-01-20,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,305,Single,"""Korea, Republic of""",True,,,,LD-1419B2,AS/NZS 2007.1:2005,3.2147520518,3.0,0.00022,0.32,Eco 50 and Strong,225.0,"Australia,New Zealand",0.32,48214,Approved,13.7,Freestanding,False,,2015-01-20,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,305,Single,"""Korea, Republic of""",True,,,,LD-1419M1,AS/NZS 2007.1:2005,3.2147520518,3.0,0.00022,0.32,Eco 50 and Strong,225.0,"Australia,New Zealand",0.32,48214,Approved,13.7,Freestanding,False,,2015-01-20,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,305,Single,"""Korea, Republic of""",True,,,,LD-1419M2,AS/NZS 2007.1:2005,3.2147520518,3.0,0.00022,0.32,Eco 50 and Strong,225.0,"Australia,New Zealand",0.32,48214,Approved,13.7,Freestanding,False,,2015-01-20,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,305,Single,"""Korea, Republic of""",True,,,,LD-1419T1,AS/NZS 2007.1:2005,3.2147520518,3.0,0.00022,0.32,Eco 50 and Strong,225.0,"Australia,New Zealand",0.32,48214,Approved,13.7,Freestanding,False,,2015-01-20,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,305,Single,"""Korea, Republic of""",True,,,,LD-1419T2,AS/NZS 2007.1:2005,3.2147520518,3.0,0.00022,0.32,Eco 50 and Strong,225.0,"Australia,New Zealand",0.32,48214,Approved,13.7,Freestanding,False,,2015-01-20,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,305,Single,"""Korea, Republic of""",True,,,,LD-1419W1,AS/NZS 2007.1:2005,3.2147520518,3.0,0.00022,0.32,Eco 50 and Strong,225.0,"Australia,New Zealand",0.32,48214,Approved,13.7,Freestanding,False,,2015-01-20,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,305,Single,"""Korea, Republic of""",True,,,,LD-1419W2,AS/NZS 2007.1:2005,3.2147520518,3.0,0.00022,0.32,Eco 50 and Strong,225.0,"Australia,New Zealand",0.32,48214,Approved,13.7,Freestanding,False,,2015-01-20,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,287,Single,"""Korea, Republic of""",True,,,,LD-1420I1,AS/NZS 2007.1:2005,3.38529826449,3.0,0.00024,0.33,"Eco 50 , Spray: Strong",224.0,"Australia,New Zealand",0.33,48190,Approved,13.85,Built-in,False,,2015-01-20,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,287,Single,"""Korea, Republic of""",True,,,,LD-1420I2,AS/NZS 2007.1:2005,3.38529826449,3.0,0.00024,0.33,"Eco 50 , Spray: Strong",224.0,"Australia,New Zealand",0.33,48190,Approved,13.85,Built-in,False,,2015-01-20,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,324,Single,"""Korea, Republic of""",True,,,,LD-1420T2,AS/NZS 2007.1:2005,3.04532120108,3.0,0.00025,0.33,"Eco 50 , Spray: Strong",225.0,"Australia,New Zealand",0.33,47350,Approved,13.5,Freestanding,False,,2014-11-18,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,324,Single,"""Korea, Republic of""",True,,,,LD-1420B2,AS/NZS 2007.1:2005,3.04532120108,3.0,0.00025,0.33,"Eco 50 , Spray: Strong",225.0,"Australia,New Zealand",0.33,47350,Approved,13.5,Freestanding,False,,2014-11-18,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Homeking,12,319,Single,China,True,,,,HKF60W,AS/NZS 2007.1:2005,2.65673694761,2.5,0.0,1.41,Normal ,124.0,"Australia,New Zealand",1.47,58835,Approved,15.7,Freestanding,False,,2016-07-12,,Single product class,Unavailable,,http://www.applico.co.nz/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,TECHNIKA,12,329,Single,China,False,580.0,850.0,IEC, TDX8SS-2,AS/NZS 2007.1:2005,2.57019695229,2.5,0.0,2.38,Normal,114.0,"Australia,Fiji,New Zealand",0.0,67296,Approved,12.0,Freestanding,False,600.0,2017-08-13,,Single product class,Unavailable,http://www.technika.com.au/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,SAMSUNG ELECTRONICS,15,244,Single,Thailand,True,570.0,845.0,IEC,DW-FG725W,AS/NZS 2007.1:2005,4.03380712636,4.0,0.0,0.58,Normal,154.0,"Australia,Fiji,New Zealand",0.4,67029,Approved,11.653,Freestanding,False,598.0,2017-07-25,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,SAMSUNG ELECTRONICS,15,244,Single,Thailand,True,570.0,845.0,IEC,DW-FG725S,AS/NZS 2007.1:2005,4.03380712636,4.0,0.0,0.58,Normal,154.0,"Australia,Fiji,New Zealand",0.4,67029,Approved,11.653,Freestanding,False,598.0,2017-07-25,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,SAMSUNG ELECTRONICS,15,244,Single,Thailand,True,570.0,845.0,IEC,DW-FG725L,AS/NZS 2007.1:2005,4.03380712636,4.0,0.0,0.58,Normal,154.0,"Australia,Fiji,New Zealand",0.4,67029,Approved,11.653,Freestanding,False,598.0,2017-07-25,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ZAMPETTI,12,327,Single,China,True,,,,ZFD1,AS/NZS 2007.1:2005,2.58729257387,2.5,0.0,0.39,Normal ,140.0,"Australia,Fiji,New Zealand",0.2,60188,Approved,10.5,Freestanding,False,,2016-09-05,,Single product class,Unavailable,,http://-
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ZAMPETTI,12,327,Single,China,True,,,,ZID1,AS/NZS 2007.1:2005,2.58729257387,2.5,0.0,0.39,Normal ,140.0,"Australia,Fiji,New Zealand",0.2,60188,Approved,10.5,Freestanding,False,,2016-09-05,,Single product class,Unavailable,,http://-
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,FISHER & PAYKEL,14,288,Single,China,True,,,,DW60CEW1,AS/NZS 2007.1:2005,3.376,3.0,0.0,0.696,Normal Eco,130.0,"Australia,Fiji,New Zealand",0.701,56943,Approved,13.33,Built-in,False,,2016-07-18,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,FISHER & PAYKEL,14,288,Single,China,True,,,,DD60CEX1,AS/NZS 2007.1:2005,3.376,3.0,0.0,0.696,Normal Eco,130.0,"Australia,Fiji,New Zealand",0.701,56943,Approved,13.33,Built-in,False,,2016-07-18,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Ilve,12,269,Single,China,True,570.0,870.0,,WQP12-9346A,AS/NZS 2007.1:2005,3.13470638752,3.0,0.0,2.04,Normal,112.0,"Australia,New Zealand",0.0,54666,Approved,12.0,Built-in,False,600.0,2016-06-21,,Single product class,Unavailable,,http://www.ilve.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Ilve,12,269,Single,China,True,570.0,870.0,,WQP12-9378Y,AS/NZS 2007.1:2005,3.13470638752,3.0,0.0,2.04,Normal,112.0,"Australia,New Zealand",0.0,54666,Approved,12.0,Built-in,False,600.0,2016-06-21,,Single product class,Unavailable,,http://www.ilve.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ANDI,12,317,Single,China,False,580.0,850.0,,AF606EW,AS/NZS 2007.1:2005,2.67437017084,2.5,0.0,2.208,Normal,120.0,Australia,0.029,51315,Approved,15.647,Freestanding,False,600.0,2015-06-01,,Single product class,Unavailable,http://www.andico.com.au/,http://www.andico.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ANDI,12,317,Single,China,False,580.0,850.0,,AF606EX,AS/NZS 2007.1:2005,2.67437017084,2.5,0.0,2.208,Normal,120.0,Australia,0.029,51315,Approved,15.647,Freestanding,False,600.0,2015-06-01,,Single product class,Unavailable,http://www.andico.com.au/,http://www.andico.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,9,215,Single,Germany,False,,,,SRU53E15AU,AS/NZS 2007.1:2005,2.95636831792,2.5,0.0,0.483,Normal 45,143.0,"Australia,New Zealand",0.027,50631,Approved,11.0,Built-in,False,,2015-07-04,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ASKO,14,259,Single,Sweden,True,570.0,910.0,,D5434,AS/NZS 2007.1:2005,3.67310697044,3.5,0.0,0.9,Normal- low temp- short dry,104.0,Australia,0.1,57171,Approved,13.8,Built-in,False,597.0,2016-05-03,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ASKO,14,259,Single,Sweden,True,570.0,910.0,,D5454,AS/NZS 2007.1:2005,3.67310697044,3.5,0.0,0.9,Normal- low temp- short dry,104.0,Australia,0.1,57171,Approved,13.8,Built-in,False,597.0,2016-05-03,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ASKO,14,375,Single,Sweden,True,570.0,910.0,,Professional,AS/NZS 2007.1:2005,2.63547320737,2.5,0.0,0.7,Normal Program,99.0,Australia,0.1,45622,Approved,13.9,Built-in,False,597.0,2014-09-30,,Single product class,Unavailable,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ASKO,14,274,Single,Sweden,True,570.0,910.0,,D5131,AS/NZS 2007.1:2005,3.51526004106,3.5,0.0,0.9,Normal Economy temp 45c Economy dry,99.0,Australia,0.1,45614,Approved,27.8,Built-in,False,597.0,2014-09-30,,Single product class,Unavailable,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,STIRLING,12,254,Single,China,True,,,AS/NZS,W60A1A401B,AS/NZS 2007.1:2005,3.29557306335,3.0,0.688,0.3,Normal,104.0,"Australia,New Zealand",0.0,69949,Approved,11.5,Built-in,False,,2018-01-18,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,OMEGA,14,264,Single,China,True,,,,ODW704WB,AS/NZS 2007.1:2005,3.61949781798,3.5,0.0,0.3,Normal ,162.0,"Australia,Fiji,New Zealand",0.21,59083,Approved,13.0,Freestanding,False,,2016-07-16,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,OMEGA,14,264,Single,China,True,,,,ODW704XB,AS/NZS 2007.1:2005,3.61949781798,3.5,0.0,0.3,Normal ,162.0,"Australia,Fiji,New Zealand",0.21,59083,Approved,13.0,Freestanding,False,,2016-07-16,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,OMEGA,14,264,Single,China,True,,,,ODW707WB,AS/NZS 2007.1:2005,3.61949781798,3.5,0.0,0.3,Normal ,162.0,"Australia,Fiji,New Zealand",0.21,59083,Approved,13.0,Freestanding,False,,2016-07-16,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,OMEGA,14,264,Single,China,True,,,,ODW707XB,AS/NZS 2007.1:2005,3.61949781798,3.5,0.0,0.3,Normal ,162.0,"Australia,Fiji,New Zealand",0.21,59083,Approved,13.0,Freestanding,False,,2016-07-16,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,SIEMENS,14,266,Single,Germany,True,,,,SE55M576AU,AS/NZS 2007.1:2005,3.59833791942,3.5,0.0,0.66,Normal 45,141.0,"Australia,New Zealand",0.033,44477,Approved,13.6,Freestanding,False,,2014-08-23,,Single product class,Unavailable,,http://www.siemens-home.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Ole,14,329,Single,China,True,,,,WQP12-B9378A,AS/NZS 2007.1:2005,3.00238509011,3.0,0.0,1.82,Normal ,128.0,"Australia,New Zealand",0.0,57798,Approved,13.7,Freestanding,False,,2016-05-31,,Single product class,Unavailable,,http://www.sydneybestvaluekitchens.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Omega,12,311,Single,China,False,820.0,600.0,,VDW2,AS/NZS 2007.1:2005,2.72794517526,2.5,0.0,2.34,Normal,113.0,"Australia,Fiji,New Zealand",0.0,60529,Approved,12.0,Freestanding,False,600.0,2016-10-26,2013-07-23,Single product class,Available,,http://www.omegaappliances.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BLANCO,14,274,Single,Turkey,False,,,,DWF4X,AS/NZS 2007.1:2005,3.51526004106,3.5,0.0,0.41,Program 1 is Economy 45 C,128.0,"Australia,New Zealand",0.06,51214,Approved,15.0,Freestanding,False,,2015-10-28,2013-07-23,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BLANCO,14,274,Single,Turkey,False,,,,DWIN7,AS/NZS 2007.1:2005,3.51526004106,3.5,0.0,0.41,Program 1 is Eco 45 C,128.0,"Australia,New Zealand",0.06,51712,Approved,15.0,Built-in,False,,2015-10-28,2013-07-23,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Tisira,8,244,Single,China,True,,,,L45W,AS/NZS 2007.1:2005,2.27139384193,2.0,0.0,2.0,Normal,116.0,"Australia,New Zealand",0.0,56550,Approved,12.0,Freestanding,False,,2016-04-05,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Tisira,8,244,Single,China,True,,,,L45X,AS/NZS 2007.1:2005,2.27139384193,2.0,0.0,2.0,Normal,116.0,"Australia,New Zealand",0.0,56550,Approved,12.0,Freestanding,False,,2016-04-05,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,IAG,12,319,Single,China,True,,,,KDF6SE1,AS/NZS 2007.1:2005,2.65673694761,2.5,0.0,1.41,Normal ,124.0,"Australia,New Zealand",1.47,53265,Approved,15.7,Freestanding,False,,2015-09-15,,Single product class,Unavailable,http://www.hapl.com.au/,http://-
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,IAG,12,379,Single,China,True,,,,IDI6IE4,AS/NZS 2007.1:2005,2.17353759418,2.0,0.632,1.23,Normal ,137.0,"Australia,New Zealand",0.03,53263,Approved,15.8,Built-in,False,,2015-09-15,,Single product class,Unavailable,http://www.hapl.com.au/,http://-
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ARC,12,277,Single,China,True,,,,ADF6SE2,AS/NZS 2007.1:2005,3.05254158429,3.0,0.0,2.3,Normal,129.0,"Australia,New Zealand",0.2927,53259,Approved,14.1,Freestanding,False,,2015-09-14,,Single product class,Unavailable,http://www.hapl.com.au/,http://-
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,DELONGHI,14,326,Single,China,True,560.0,820.0,,DEDW97FI,AS/NZS 2007.1:2005,3.02806777277,3.0,0.0,2.12,Normal,127.0,"Australia,New Zealand",0.0,51962,Approved,13.65,Freestanding,False,595.0,2015-08-17,,Single product class,Unavailable,,http://http:www.delonghi.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,FOR IKEA FROM WHIRLPOOL,12,270,Single,Poland,False,,,IEC,DWL80W-2,AS/NZS 2007.1:2005,3.12430313532,3.0,0.0,0.96,ECO 40°C,60.19,Australia,0.95,71604,Approved,13.7,Built-in,False,,2018-05-20,,Single product class,Available,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,274,Single,"""Korea, Republic of""",True,600.0,850.0,IEC,LD1452WFEN3,AS/NZS 2007.1:2005,3.51526004106,3.5,3.3e-05,0.639934,Eco and Soft Spray,309.0,"Australia,New Zealand",0.502951,74604,Approved,10.57,Freestanding,True,600.0,2018-09-06,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,274,Single,"""Korea, Republic of""",True,600.0,850.0,IEC,LD1452CFEN3,AS/NZS 2007.1:2005,3.51526004106,3.5,3.3e-05,0.639934,Eco and Soft Spray,309.0,"Australia,New Zealand",0.502951,74604,Approved,10.57,Freestanding,True,600.0,2018-09-06,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,274,Single,"""Korea, Republic of""",True,600.0,850.0,IEC,LD1452LFEN3,AS/NZS 2007.1:2005,3.51526004106,3.5,3.3e-05,0.639934,Eco and Soft Spray,309.0,"Australia,New Zealand",0.502951,74604,Approved,10.57,Freestanding,True,600.0,2018-09-06,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,274,Single,"""Korea, Republic of""",True,600.0,850.0,IEC,LD1452MFEN3,AS/NZS 2007.1:2005,3.51526004106,3.5,3.3e-05,0.639934,Eco and Soft Spray,309.0,"Australia,New Zealand",0.502951,74604,Approved,10.57,Freestanding,True,600.0,2018-09-06,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,274,Single,"""Korea, Republic of""",True,600.0,850.0,IEC,LD1452TFEN3,AS/NZS 2007.1:2005,3.51526004106,3.5,3.3e-05,0.639934,Eco and Soft Spray,309.0,"Australia,New Zealand",0.502951,74604,Approved,10.57,Freestanding,True,600.0,2018-09-06,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,OMEGA,14,329,Single,China,True,,,,DW402XA,AS/NZS 2007.1:2005,3.00238509011,3.0,0.0,1.82,Normal ,128.0,"Australia,New Zealand",0.0,48752,Approved,13.7,Freestanding,False,,2015-02-08,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,OMEGA,14,329,Single,China,True,,,,DW402WA,AS/NZS 2007.1:2005,3.00238509011,3.0,0.0,1.82,Normal ,128.0,"Australia,New Zealand",0.0,48752,Approved,13.7,Freestanding,False,,2015-02-08,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,OMEGA,14,329,Single,China,True,,,,PL402XA,AS/NZS 2007.1:2005,3.00238509011,3.0,0.0,1.82,Normal ,128.0,"Australia,New Zealand",0.0,48752,Approved,13.7,Freestanding,False,,2015-02-08,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,OMEGA,14,329,Single,China,True,,,,DW602XA,AS/NZS 2007.1:2005,3.00238509011,3.0,0.0,1.82,Normal ,128.0,"Australia,New Zealand",0.0,48752,Approved,13.7,Freestanding,False,,2015-02-08,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,OMEGA,14,329,Single,China,True,,,,DW602WA,AS/NZS 2007.1:2005,3.00238509011,3.0,0.0,1.82,Normal ,128.0,"Australia,New Zealand",0.0,48752,Approved,13.7,Freestanding,False,,2015-02-08,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,OMEGA,14,329,Single,China,True,,,,OFI603A,AS/NZS 2007.1:2005,3.00238509011,3.0,0.0,1.82,Normal ,128.0,"Australia,New Zealand",0.0,48752,Approved,13.7,Freestanding,False,,2015-02-08,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,OMEGA,14,329,Single,China,True,,,,OFI603XXA,AS/NZS 2007.1:2005,3.00238509011,3.0,0.0,1.82,Normal ,128.0,"Australia,New Zealand",0.0,48752,Approved,13.7,Freestanding,False,,2015-02-08,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ASKO,14,322,Single,Sweden,False,570.0,910.0,IEC,D5424,AS/NZS 2007.1:2005,3.06268146244,3.0,0.0,0.9,"Normal program, low temp, short dry",129.0,Australia,0.1,64115,Approved,13.9,Built-in,False,597.0,2017-03-21,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ASKO,14,322,Single,Sweden,False,570.0,910.0,IEC,D5904,AS/NZS 2007.1:2005,3.06268146244,3.0,0.0,0.9,"Normal program, low temp, short dry",129.0,Australia,0.1,64115,Approved,13.9,Built-in,False,597.0,2017-03-21,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ASKO,14,322,Single,Sweden,False,570.0,910.0,IEC,D5954,AS/NZS 2007.1:2005,3.06268146244,3.0,0.0,0.9,"Normal program, low temp, short dry",129.0,Australia,0.1,64115,Approved,13.9,Built-in,False,597.0,2017-03-21,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,HELLER,12,311,Single,China,False,,,,HDW12SS,AS/NZS 2007.1:2005,2.72794517526,2.5,0.0,2.38,Normal,114.0,"Australia,New Zealand",0.0,47804,Approved,12.0,Freestanding,False,,2014-12-21,,Single product class,Unavailable,http://www.gafcontrol.com.au/,http://www.gafcontrol.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,HELLER,12,311,Single,China,False,,,,HDWSE12,AS/NZS 2007.1:2005,2.72794517526,2.5,0.0,2.38,Normal,114.0,"Australia,New Zealand",0.0,47804,Approved,12.0,Freestanding,False,,2014-12-21,,Single product class,Unavailable,http://www.gafcontrol.com.au/,http://www.gafcontrol.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,GLEM,12,277,Single,China,False,,,,DW410,AS/NZS 2007.1:2005,3.05254158429,3.0,0.0,0.728,normal,155.0,"Australia,New Zealand",0.0,47293,Approved,14.0,Freestanding,True,,2014-12-14,,Single product class,Unavailable,,http://www.haier.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Blanco,15,352,Single,Turkey,True,598.0,845.0,IEC,BDW3456X,AS/NZS 2007.1:2005,3.00636475472,3.0,2e-05,1.15,Economic 50°C,122.62,"Australia,New Zealand",0.05,70759,Approved,13.2,Freestanding,False,596.0,2018-03-12,,Single product class,Available,,http://www.blanco-australia.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Ilve,14,270,Single,China,True,550.0,815.0,IEC,IVDFI/1,AS/NZS 2007.1:2005,3.55649127313,3.5,0.0,0.3,normal,160.0,"Australia,New Zealand",0.21,70661,Approved,13.0,Built-in,False,598.0,2018-03-12,,Single product class,Unavailable,,http://www.ilve.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Ilve,14,270,Single,China,True,570.0,815.0,IEC,IVDBI/1,AS/NZS 2007.1:2005,3.55649127313,3.5,0.0,0.33,normal,165.0,"Australia,New Zealand",0.22,70811,Approved,12.1,Built-in,False,598.0,2018-04-23,,Single product class,Unavailable,,http://www.ilve.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Ilve,14,270,Single,China,True,570.0,815.0,IEC,IVDSI/1,AS/NZS 2007.1:2005,3.55649127313,3.5,0.0,0.33,normal,165.0,"Australia,New Zealand",0.22,70811,Approved,12.1,Built-in,False,598.0,2018-04-23,,Single product class,Unavailable,,http://www.ilve.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Ilve,8,294,Single,China,False,560.0,870.0,,WQP8-J9377Y,AS/NZS 2007.1:2005,1.74875678762,1.5,0.0,1.916636,Normal,117.0,"Australia,New Zealand",0.288119,54667,Approved,13.0,Built-in,False,400.0,2016-06-21,,Single product class,Unavailable,,http://www.ilve.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Ilve,8,294,Single,China,False,560.0,870.0,,WQP8-9274AY,AS/NZS 2007.1:2005,1.74875678762,1.5,0.0,1.916636,Normal,117.0,"Australia,New Zealand",0.288119,54667,Approved,13.0,Built-in,False,400.0,2016-06-21,,Single product class,Unavailable,,http://www.ilve.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Blanco,14,260,Single,China,True,620.0,845.0,IEC,BFD645X,AS/NZS 2007.1:2005,3.66230282122,3.5,0.0,0.33,Normal,166.58,"Australia,New Zealand",0.22,69449,Approved,12.1,Built-in,False,598.0,2017-12-04,,Single product class,Available,,http://www.blanco-australia.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,EURO,14,270,Single,China,True,600.0,845.0,IEC,EDS14SX,AS/NZS 2007.1:2005,3.55649127313,3.5,0.0,0.33,Normal,167.0,"Australia,Fiji,New Zealand",0.22,73107,Approved,12.1,Freestanding,False,598.0,2018-07-17,,Single product class,Unavailable,http://www.euroappliances.com.au/,http://www.euroappliances.com.au
